Layer,file_count,typed_count,untyped_count,typed/file,rate_sum,avg_notanytyperate
L0,18,18,0,100.00%,15.99246267959697,0.8884701488664983
L1,7,6,1,85.71%,5.47284873435445,0.9121414557257417
