file,Layer,Module,typed/untyped,notAnyRate
playwright/_impl/__init__.py,L0,M0,untyped,null
playwright/_impl/_driver.py,L0,M0,typed,1.0
playwright/_impl/_api_types.py,L0,M1,typed,1.0
playwright/_impl/_helper.py,L0,M1,typed,0.9672131147540984
playwright/_impl/_transport.py,L0,M1,typed,1.0
playwright/_impl/_connection.py,L0,M1,typed,0.8985507246376812
playwright/_impl/_api_structures.py,L0,M1,typed,1.0
playwright/_impl/_file_chooser.py,L0,M1,typed,1.0
playwright/_impl/_js_handle.py,L0,M1,typed,0.6666666666666667
playwright/_impl/_element_handle.py,L0,M1,typed,0.7333333333333334
playwright/_impl/_event_context_manager.py,L0,M1,typed,1.0
playwright/_impl/_wait_helper.py,L0,M1,typed,0.9032258064516129
playwright/_impl/_network.py,L0,M1,typed,1.0
playwright/_impl/_frame.py,L0,M1,typed,0.9655172413793104
playwright/_impl/_artifact.py,L0,M1,typed,1.0
playwright/_impl/_stream.py,L0,M1,typed,1.0
playwright/_impl/_input.py,L0,M1,typed,1.0
playwright/_impl/_accessibility.py,L0,M1,typed,1.0
playwright/_impl/_selectors.py,L0,M1,typed,1.0
playwright/_impl/_cdp_session.py,L0,M1,typed,0.8571428571428572
playwright/_impl/_browser_type.py,L0,M1,typed,1.0
playwright/_impl/_tracing.py,L0,M1,typed,1.0
playwright/_impl/_browser_context.py,L0,M1,typed,1.0
playwright/_impl/_playwright.py,L0,M1,typed,1.0
playwright/_impl/_browser.py,L0,M1,typed,1.0
playwright/_impl/_dialog.py,L0,M1,typed,1.0
playwright/_impl/_console_message.py,L0,M1,typed,1.0
playwright/_impl/_object_factory.py,L0,M1,typed,1.0
playwright/_impl/_video.py,L0,M1,typed,1.0
playwright/_impl/_download.py,L0,M1,typed,1.0
playwright/_impl/_page.py,L0,M1,typed,0.9473684210526316
playwright/_impl/_impl_to_api_mapping.py,L0,M1,typed,0.5833333333333333
playwright/_impl/_async_base.py,L1,M0,typed,0.7391304347826086
playwright/async_api/_generated.py,L1,M0,typed,1.0
playwright/async_api/_context_manager.py,L1,M0,typed,1.0
playwright/async_api/__init__.py,L1,M0,typed,1.0
playwright/_impl/_sync_base.py,L1,M1,typed,0.7647058823529412
playwright/sync_api/_generated.py,L1,M1,typed,1.0
playwright/sync_api/_context_manager.py,L1,M1,typed,0.9
playwright/sync_api/__init__.py,L1,M1,typed,1.0
playwright/__main__.py,L1,M2,typed,1.0
playwright/_impl/_path_utils.py,Isolated,/,typed,1.0
playwright/__init__.py,Isolated,/,untyped,null
