Layer,file_count,typed_count,untyped_count,typed/file,rate_sum,avg_notanytyperate
L0,3,3,0,100.00%,2.8,0.9333333333333332
L1,1,1,0,100.00%,0.9649122807017544,0.9649122807017544
L2,44,39,5,88.64%,30.314896340308973,0.7773050343668968
L3,14,13,1,92.86%,10.894548320080235,0.8380421784677103
Isolated,10,1,9,10.00%,1.0,1.0
