Layer,file_count,typed_count,untyped_count,typed/file,rate_sum,avg_notanytyperate
L0,7,3,4,42.86%,3.0,1.0
L1,38,33,5,86.84%,27.40726488276693,0.8305231782656646
L2,1,1,0,100.00%,0.8476190476190476,0.8476190476190476
L3,19,17,2,89.47%,15.987579112293073,0.9404458301348866
Isolated,4,0,4,0.00%,0,/
