project,functions be overloadded(matched),funcitons_overload_2(matched),funcitons_overload_3(matched),min overload(matched),max overload(matched),max overload function(matched),functions be overloadded(all),funcitons_overload_2(all),funcitons_overload_3(all),min overload(all),max overload(all),max overload function(all)
pygithub,2,2,0,2,2,github\MainClass.pyi::Github::get_user,2,2,0,2,2,github\MainClass.pyi::Github::get_user
