project,functions be overloadded(matched),funcitons_overload_2(matched),funcitons_overload_3(matched),min overload(matched),max overload(matched),max overload function(matched),functions be overloadded(all),funcitons_overload_2(all),funcitons_overload_3(all),min overload(all),max overload(all),max overload function(all)
scipy,18,2,16,2,3,scipy\special\orthogonal.pyi::roots_sh_chebyu,18,2,16,2,3,scipy\special\orthogonal.pyi::roots_sh_chebyu
